시군명,사업장명,인허가일자,영업상태명,폐업일자,총시설규모(㎡),위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
평택시,DIZZY(디지),20080115,폐업,20170717,126.99,까페,"경기도 평택시 평택2로 9-3 (평택동,(지하1층))",경기도 평택시 평택동 45-6번지 (지하1층),,36.9925822,127.0875019
평택시,더블유,20040407,폐업,20160630,100.44,까페,경기도 평택시 조개터로26번길 39-2 (합정동),경기도 평택시 합정동 903-7번지,,36.9887213,127.1044253
평택시,희락,20051006,폐업,20060824,74.4,까페,경기도 평택시 조개터로25번길 21 1층 (합정동),경기도 평택시 합정동 912-2번지 (1층),,36.9897424,127.1010905
평택시,빈티지 커피나무,20101005,폐업,20121024,180,까페,경기도 평택시 평택3로 30 외2필지  201호 (합정동),경기도 평택시 합정동 746-5번지 외2필지 (201호),,36.9915773,127.0938138
평택시,라운드,20141022,폐업,20190103,141.96,까페,"경기도 평택시 조개터로34번길 1, 2층 (합정동)",경기도 평택시 합정동 896-13번지 ,,36.9901917,127.102585
평택시,에스앤씨(S&C),20140321,폐업,20150129,37.6,까페,"경기도 평택시 안중읍 안현로서6길 28, 1층",경기도 평택시 안중읍 현화리 39번지 1층,,36.9845232,126.9264928
평택시,갈무리평택점,20090529,폐업,20180501,273.38,까페,"경기도 평택시 평택2로10번길 9-13 (평택동,(2층))",경기도 평택시 평택동 282-2번지 (2층),,36.9925814,127.0885915
평택시,블랙잭,20070723,폐업,20150112,61.46,까페,경기도 평택시 팽성읍 안정순환로120번길 46 ((1층)),경기도 평택시 팽성읍 안정리 111-31번지 (1층),,36.9604187,127.044652
평택시,만남까페,2018-11-15,폐업,2024-03-13,100.5,까페,"경기도 평택시 평택로88번길 42, 1층 (평택동)",경기도 평택시 평택동 67-3 ,,36.99434517,127.0863474
평택시,칼디,20110915,폐업,20110930,121.16,까페,경기도 평택시 중앙2로 162-1 1층 (합정동),경기도 평택시 합정동 916-4번지 (1층),,36.9880188,127.1041098
평택시,혜아뜰리에,20150407,폐업,20200518,30,까페,"경기도 평택시 매봉산4길 30, 1층 (비전동)",경기도 평택시 비전동 825-16번지 ,,36.9963901,127.1071835
평택시,엔비,20070625,폐업,20120319,57.96,까페,경기도 평택시 자유로 5 2층 201호 (평택동),경기도 평택시 평택동 288-31번지 201호 (2층),,36.9924631,127.0901416
평택시,오딘라이브,20030303,폐업,20160317,130.79,까페,경기도 평택시 평택5로 100 (비전동),경기도 평택시 비전동 832-6번지,,36.9947701,127.1116452
평택시,수52,20000509,폐업,20180213,97.2,까페,"경기도 평택시 문화촌로11번길 15-9 (비전동,지하1층)",경기도 평택시 비전동 871-3번지 지하1층,,36.9969943,127.1132548
평택시,블루하와이,19891128,폐업,20190801,69.85,까페,경기도 평택시 팽성읍 안정순환로120번길 45,경기도 평택시 팽성읍 안정리 111-56번지 ,,36.96055394,127.04445
평택시,더블에스,20061102,폐업,20110303,105.6,까페,"경기도 평택시 이충로35번길 20-9 201호 (이충동,센타프라자)",경기도 평택시 이충동 664-8번지 이충센타프라자 .동 201호,,37.0602384,127.0663948
평택시,카페더다온,20000424,폐업,20221230,55.38,까페,경기도 평택시 평택2로 102 (비전동),경기도 평택시 비전동 462-3 ,,36.99872557,127.0940109
평택시,찬찬치킨송탄점,20030728,폐업,20080708,17,까페,경기도 평택시 정암로 21 (이충동),경기도 평택시 이충동 463번지,,37.0571527,127.0563637
평택시,라온아띠2,20031021,폐업,20130624,51.93,까페,경기도 평택시 신장로82번길 30 (신장동),경기도 평택시 신장동 310-25번지,,37.0820153,127.0506455
평택시,우연,20040708,폐업,20070625,92.54,까페,경기도 평택시 팽성읍 동서촌로 74 (객사리),경기도 평택시 팽성읍 객사리 126-3번지,,36.9643588,127.0603187
평택시,하늘오름,20021128,폐업,20161012,68.7,까페,"경기도 평택시 쇼핑로 36 (신장동,2층)",경기도 평택시 신장동 324-23번지 2층,,37.0809239,127.0532877
평택시,미라주,20090805,폐업,20130620,204.79,까페,"경기도 평택시 팽성읍 안정순환로104번길 35 외3필지(136-24,139-25,139-46)1층 (안정리)","경기도 평택시 팽성읍 안정리 136-10번지 외3필지(136-24,139-25,139-46)1층",,36.9594181,127.0455946
평택시,카우보이,19960329,폐업,20080428,67.28,까페,경기도 평택시 팽성읍 안정순환로222번길 117 (안정리),경기도 평택시 팽성읍 안정리 113-126번지,,36.959554,127.0434501
평택시,써브델리,20040401,폐업,20070517,74.67,까페,경기도 평택시 팽성읍 안정쇼핑로 3 외1필지 (안정리),경기도 평택시 팽성읍 안정리 113-224번지 외1필지,,36.9590855,127.043259
평택시,물레방아,20070830,폐업,20080910,53.18,까페,경기도 평택시 통복시장로48번길 16 1층 (통복동),경기도 평택시 통복동 53-1번지 (1층),,36.9996294,127.0863076
평택시,뉴해피데이,20071115,폐업,20081103,106.86,까페,경기도 평택시 문화촌로11번길 15-19 1동 1층 (비전동),경기도 평택시 비전동 871번지 1동(1층),,36.9968866,127.1128053
평택시,비틀즈,20050627,폐업,20200131,69.63,까페,"경기도 평택시 조개터로25번길 13 (합정동,(1층좌측))",경기도 평택시 합정동 912-4번지 (1층좌측) ,,36.98966114,127.1013038
평택시,헤르메스,20090622,폐업,20130418,63.06,까페,경기도 평택시 신장1로17번길 26-1 (신장동),경기도 평택시 신장동 309-22번지,,37.0826461,127.0505109
평택시,야(YA),20120508,폐업,20150129,65.49,까페,"경기도 평택시 세교상가5길 30, 1층 (세교동)",경기도 평택시 세교동 565-10번지,,36.9990207,127.0803641
평택시,채플린,20010220,폐업,20180727,99.36,까페,경기도 평택시 참이슬2길 22-1 (합정동),경기도 평택시 합정동 869-5번지,,36.9896661,127.1159514
평택시,에버,20150409,폐업,20170629,75.85,까페,경기도 평택시 안중읍 안중로18번길 53-11,경기도 평택시 안중읍 현화리 850-4번지,,36.9834958,126.9262692
평택시,카페클라츠,20111206,폐업,20111206,81.7,까페,경기도 평택시 청북읍 안청로 312-15,경기도 평택시 청북읍 옥길리 1165-2번지,,37.0167924,126.9162463
평택시,글램,20070706,폐업,20110308,75.4,까페,경기도 평택시 자유로4번길 13 2층 (합정동),경기도 평택시 합정동 733-22번지 (2층),,36.9916882,127.0902306
평택시,올드블루,20080617,폐업,20190516,55.05,까페,"경기도 평택시 문화촌로19번길 7-3 (비전동,(지하))",경기도 평택시 비전동 873-2번지 (지하) ,,36.9969121,127.1143893
평택시,베리타스,20051129,폐업,20170710,97.52,까페,"경기도 평택시 평택2로 6 (평택동,외 1필지(46-23) 4층)",경기도 평택시 평택동 46-9번지 외 1필지(46-23) 4층,,36.9920776,127.0875013
평택시,노니(NONI),20070731,폐업,20180911,83.24,까페,"경기도 평택시 중앙2로 129, 1층 (합정동)",경기도 평택시 합정동 912-14번지 1층,,36.9895802,127.1010903
평택시,프라다,20031107,폐업,20150903,111.52,까페,경기도 평택시 조개터로26번길 13-7 (합정동),경기도 평택시 합정동 907-5번지,,36.9895247,127.1028313
평택시,에이스2,20051207,폐업,20101222,58.37,까페,경기도 평택시 문화촌로11번길 15-18 (지층) (비전동),경기도 평택시 비전동 865-9번지 (지층),,36.9970759,127.112727
평택시,뉴티아라,20101216,폐업,20230113,118.26,까페,"경기도 평택시 문화촌로11번길 43-8 (비전동,(1층))",경기도 평택시 비전동 866-3 (1층) ,,36.9978157,127.1130764
평택시,빈스본,20141229,폐업,20220111,78.52,까페,"경기도 평택시 평남로 665, 1층 (비전동, 2동)",경기도 평택시 비전동 205-10 ,,36.99305877,127.1083918
평택시,레몬 레스토랑,20090304,폐업,20170502,65.47,까페,"경기도 평택시 문화촌로11번길 51-15 (비전동,(지층1))",경기도 평택시 비전동 866-10번지 (지층1),,36.9974631,127.1129747
평택시,알루비어평택점,20130902,폐업,20180626,177.41,까페,"경기도 평택시 포승읍 여술1길 8, 2층",경기도 평택시 포승읍 도곡리 1124-3번지 2층,,36.9865493,126.8435287
평택시,불난쭈꾸미맛집,19980528,폐업,20170206,46.44,까페,경기도 평택시 팽성읍 안정순환로120번길 59,경기도 평택시 팽성읍 안정리 111-35번지,,36.9609412,127.0450116
평택시,펨누(Fem nu),20140812,폐업,20160418,28.56,까페,"경기도 평택시 팽성읍 안정순환로120번길 8, 1층",경기도 평택시 팽성읍 안정리 113-144번지,,36.9592749,127.0429784
평택시,M(엠)까페,20141203,폐업,20171116,68.21,까페,"경기도 평택시 비전9길 2-20, 1층 (비전동)",경기도 평택시 비전동 1048-4번지,,37.0020788,127.1105883
평택시,(주)행복추풍령베네평택본점,20080618,폐업,20110518,242.66,까페,"경기도 평택시 평택4로 112 3층 (비전동,평택문화신문사옥)",경기도 평택시 비전동 818번지 평택문화신문사옥3층,,36.9972464,127.1033918
평택시,에스지,20071011,폐업,20140930,89.7,까페,"경기도 평택시 평택2로20번길 23 (평택동,(3층))",경기도 평택시 평택동 289-4번지 (3층),,36.9922472,127.0897032
평택시,마루마루,20111214,폐업,20200122,57.6,까페,"경기도 평택시 고덕면 서동대로 2651, 218호 (태평아파트단지상가)",경기도 평택시 고덕면 궁리 75번지 태평아파트단지내상가 218호,,37.01648673,127.0336707
평택시,루비,19960124,폐업,20120103,70.22,까페,경기도 평택시 동부공원로 26 (비전동),경기도 평택시 비전동 883-1번지,,36.9929088,127.1171357
포천시,이디야,1993-04-01,영업,,48.69,까페,경기도 포천시 소흘읍 솔모루로 61,경기도 포천시 소흘읍 송우리 163-3 ,11178,37.8278117722,127.1449981734
포천시,만남,20130925,폐업,20160315,115,까페,경기도 포천시 신북면 포천로 2150,경기도 포천시 신북면 심곡리 305-4번지,,37.9420744,127.1876086
포천시,글마르카페,20120306,폐업,20160728,174,까페,경기도 포천시 신북면 청신로1341번길 2,경기도 포천시 신북면 갈월리 136-2번지,,37.9576036,127.1582793
포천시,I IL SOLE(아이일쏠레),20110614,폐업,20130429,66,까페,"경기도 포천시 중앙로 107 (신읍동,2층)",경기도 포천시 신읍동 39-11번지 2층,,37.8961395,127.2020803
포천시,포르쉐카페,20070205,폐업,20180214,90.72,까페,,경기도 포천시 소흘읍 송우리 93-7번지,,37.8312592,127.149506
포천시,산정호수가족호텔,2008-07-29,폐업,2024-10-24,108,까페,경기도 포천시 영북면 산정호수로 771 (산정호수가족호텔),경기도 포천시 영북면 산정리 204-1 산정호수가족호텔 ,11103,38.0718166543,127.3232846675
포천시,엘리팝,20150406,폐업,20200907,164,까페,"경기도 포천시 중앙로110번길 5, 2층 (신읍동)",경기도 포천시 신읍동 41-1 2층 ,,37.89677824,127.2030267
포천시,주식회사클린앤가든,20020419,폐업,20171020,134.1,까페,경기도 포천시 영북면 산정호수로 384,경기도 포천시 영북면 산정리 504-5번지,,38.0667038,127.313146
하남시,해조음 커피도,2012-11-29,영업,,329.38,까페,"경기도 하남시 감일남로 16, 3층 (감일동)",경기도 하남시 감일동 370-10 ,,37.50630323,127.1414348
하남시,카페캐슬,19730921,영업,,167.04,까페,경기도 하남시 미사대로 925 (배알미동),경기도 하남시 배알미동 172 ,,37.5410358,127.2429528
하남시,달마당쭈꾸미,1998-07-09,영업,,202,까페,"경기도 하남시 덕풍천서로 87 (신장동,(1,2층))","경기도 하남시 신장동 251-17 (1,2층) ",,37.54865645,127.2171832
하남시,미사리 밀빛 초계국수,2006-08-31,영업,,382.9,까페,"경기도 하남시 미사대로 608, 1, 2층 (덕풍동)",경기도 하남시 덕풍동 38-3 ,12925,37.5532292911,127.2109617113
하남시,굴뚝 가마솥 한정식,1997-01-03,영업,,113.43,까페,"경기도 하남시 미사동로40번길 20-15 (미사동,(1층))",경기도 하남시 미사동 455-1 (1층) ,12900,37.5692610139,127.2023502144
하남시,옐로우스케일,20150316,영업,,130.3,까페,"경기도 하남시 검단산로 292, 1층 (창우동)",경기도 하남시 창우동 242-1 외1필지 ,,37.53844528,127.2331932
하남시,티버즈 T ' Birds,20120906,영업,,40.97,까페,"경기도 하남시 하남대로784번길 8, 1층 (신장동)",경기도 하남시 신장동 407-6 ,,37.54024062,127.21091
하남시,제이컵,2003-06-24,영업,,207,까페,"경기도 하남시 대청로22번길 17 (신장동,203호)",경기도 하남시 신장동 525 203호 ,,37.53994532,127.2155068
하남시,이은영 김밥,2013-03-08,영업,,25.84,까페,"경기도 하남시 대청로116번길 59-1, 꿈동산신안아파트 주상가동 지하층6호,7호 (창우동)",경기도 하남시 창우동 521 꿈동산신안아파트 ,,37.53682797,127.2236684
하남시,시드니,2006-12-07,영업,,800.53,까페,"경기도 하남시 미사동로37번길 22 (미사동,(지하1층,1~3층))","경기도 하남시 미사동 314 (지하1층,1~3층) ",,37.571573,127.2005744
하남시,청솔향기,19970414,영업,,187.15,까페,"경기도 하남시 미사동로 76, 1,2층 (미사동)",경기도 하남시 미사동 380-6 ,,37.57367914,127.2029442
하남시,투썸 플레이스,20130730,영업,,152.22,까페,"경기도 하남시 덕풍동로 111-33, 1층 101, 102호 (덕풍동)","경기도 하남시 덕풍동 741 101,102호 ",,37.55248392,127.2084173
하남시,ECO커피숍,20110127,영업,,131.53,까페,"경기도 하남시 서하남로43번길 36 (감북동,(지하1층))",경기도 하남시 감북동 407-5 (지하1층) ,,37.51796459,127.1496963
하남시,김보성 star.s,1999-03-02,영업,,206.31,까페,"경기도 하남시 미사대로 612 (덕풍동,37-2(1,2층))","경기도 하남시 덕풍동 42-1 37-2(1,2층) ",12925,37.5530140755,127.2114154008
하남시,흠커피,20120910,영업,,98.4,까페,"경기도 하남시 서하남로418번길 30, 1층 (춘궁동)",경기도 하남시 춘궁동 494-3번지 ,,37.52012854,127.1851521
하남시,바니포차,20120613,영업,,59.95,까페,"경기도 하남시 역말로 29, 1층 3호 (덕풍동)",경기도 하남시 덕풍동 443-2번지,,37.5348755,127.2006403
하남시,열애,2003-02-26,영업,,295.64,까페,"경기도 하남시 미사대로 618 (신장동,(1, 2, 3층))","경기도 하남시 신장동 287-1 (1, 2, 3층) ",12925,37.5525193300,127.2118248784
하남시,피맥 플레이스,1977-04-29,영업,,108.8,까페,"경기도 하남시 아랫배알미길 42, 1층 (배알미동)",경기도 하남시 배알미동 63-6 ,,37.52672029,127.2727896
하남시,"Cafe Walnut(커피,호두나무)",19960806,영업,,159.27,까페,"경기도 하남시 서하남로390번길 96 (춘궁동,(1,2층))","경기도 하남시 춘궁동 500-4 (1,2층) ",,37.52067972,127.185659
하남시,호텔식라이브카페경양식 구디구디,20070718,폐업,20110627,273.29,까페,"경기도 하남시 하남대로 780 외1필지  4층 (신장동,신장동빌딩)",경기도 하남시 신장동 407-10번지 외1필지 신장동빌딩 4층,,37.5400388,127.2107807
하남시,푸른쉼터,20110428,폐업,20180104,83.76,까페,"경기도 하남시 신장로 112 (신장동,(2층))",경기도 하남시 신장동 427-51번지 (2층),,37.5375967,127.2058069
하남시,맥주 아울렛 117,20131031,폐업,20181221,114.3,까페,"경기도 하남시 신장로 117-1, 2층 (신장동)",경기도 하남시 신장동 427-71번지 ,,37.5376253,127.2048905
하남시,가회,20071019,폐업,20121221,61.1,까페,,경기도 하남시 풍산동 152-6번지 (1층),,37.5589001,127.186817
하남시,W(더블유),20051102,폐업,20070112,273.29,까페,"경기도 하남시 하남대로 780 외1필지  4층 (신장동,신장동빌딩)",경기도 하남시 신장동 407-10번지 외1필지 신장동빌딩(4층),,37.5400388,127.2107807
하남시,마라의 꿀물,20120731,폐업,20180806,51.42,까페,"경기도 하남시 하남대로802번길 74, 1층 (신장동, 계단쪽)",경기도 하남시 신장동 381-22번지,,37.5422348,127.2121107
하남시,아테네2,19961115,폐업,20130416,120.16,까페,,"경기도 하남시 망월동 140-2번지 (1,2층)",,37.5649268,127.1985352
하남시,라이브벤치,2007-03-27,폐업,2025-02-12,99.69,까페,"경기도 하남시 하남대로 763 (신장동,(2층))",경기도 하남시 신장동 455-1 (2층) ,12960,37.5389273849,127.2120356658
하남시,커피 앤 톡,2009-05-14,폐업,2024-01-31,34.5,까페,"경기도 하남시 더우개로 29 (신장동,외13필지  106호)",경기도 하남시 신장동 105-4 외13필지  106호 ,,37.54105782,127.2208908
하남시,스카이그린라운지,20120911,폐업,20140106,35.86,까페,"경기도 하남시 하남대로 843, 4층 401호 (덕풍동)",경기도 하남시 덕풍동 321-2번지,,37.5424282,127.2045301
하남시,눈꽃마녀 풍산점,20141013,폐업,20171222,226.44,까페,"경기도 하남시 덕풍동로 111-33, 1층 106호 (덕풍동, 하남푸르지오시티)",경기도 하남시 덕풍동 741번지 하남푸르지오시티 106호,,37.5524045,127.2083367
하남시,까페꼬페,20090701,폐업,20130531,46.6,까페,"경기도 하남시 덕풍동로 111-21 (덕풍동,KNMall 117호)",경기도 하남시 덕풍동 744번지 KNMall 117호,,37.551721,127.2076672
하남시,엉클톰2,20031118,폐업,20120208,273.7,까페,,"경기도 하남시 망월동 140-9번지 (2,3층)",,37.5651794,127.1983661
하남시,모이 moi,20140115,폐업,20160318,19.8,까페,"경기도 하남시 덕풍공원로 43, 1층 104호 (덕풍동)",경기도 하남시 덕풍동 364-13번지,,37.5393761,127.1978122
하남시,아이비(IVY),20051107,폐업,20091204,93.94,까페,경기도 하남시 하남대로802번길 74 2층 (신장동),경기도 하남시 신장동 381-22번지 (2층),,37.5422348,127.2121107
하남시,커핀그루나루&AVEC,2011-10-20,폐업,2023-01-25,136.54,까페,"경기도 하남시 덕풍동로 111-10, 1~2층 120,207호 (덕풍동, 트윈렉스1)","경기도 하남시 덕풍동 743 트윈렉스1 (120,207호) ",,37.55168158,127.2083638
하남시,더까페하남점,2009-04-17,폐업,2025-02-04,30,까페,"경기도 하남시 천현로134번길 3 (천현동,(1층))",경기도 하남시 천현동 43-10 (1층) ,12956,37.5348547301,127.2239812521
하남시,구스띠모,20140609,폐업,20180704,72.22,까페,"경기도 하남시 덕풍동로 111-33, 1층 102호 (덕풍동)",경기도 하남시 덕풍동 741번지,,37.5524045,127.2083367
하남시,로마니나,20100511,폐업,20180713,75.03,까페,"경기도 하남시 하남대로802번길 64 (신장동,외1필지(1층))",경기도 하남시 신장동 381-26번지 외1필지(1층),,37.5419293,127.2116686
하남시,루비,20051201,폐업,20181026,49.14,까페,"경기도 하남시 하남대로 782 (신장동,(2층))",경기도 하남시 신장동 407-12번지 (2층),,37.539985,127.2105882
하남시,세런디피티,20110215,폐업,20121210,63.18,까페,"경기도 하남시 하남대로 843 (덕풍동,외 1필지 신정프라자 110호)",경기도 하남시 덕풍동 321-2번지 외 1필지 신정프라자 110호,,37.5424282,127.2045301
하남시,티팰리스,2015-05-21,폐업,2025-03-06,279.49,까페,"경기도 하남시 미사대로 590-7, 4층 (덕풍동)",경기도 하남시 덕풍동 26-3 외 1필지 4층 ,12925,37.5544691476,127.2093266010
하남시,흙이랑,19970106,폐업,20150902,193.44,까페,"경기도 하남시 미사동로 63 (미사동,(1,2층))","경기도 하남시 미사동 355-7번지 (1,2층)",,37.5726243,127.2020871
하남시,조나단 스 랩,2014-02-20,폐업,2024-01-29,37.8,까페,"경기도 하남시 신장1로33번길 6, 1층 (신장동)",경기도 하남시 신장동 447-6 ,,37.53926613,127.2104949
하남시,화통 족발,20100526,폐업,20160119,201.82,까페,"경기도 하남시 대청로 9 (신장동,외1필지 (1층))",경기도 하남시 신장동 519-4번지 외1필지 (1층),,37.5398991,127.2133149
하남시,느티나무 퀼트&카페,20101222,폐업,20140929,91.14,까페,"경기도 하남시 덕풍북로251번길 35 (덕풍동,(1층))",경기도 하남시 덕풍동 808번지 (1층),,37.5484808,127.2108947
하남시,컵독스커피 하남1호점,20130725,폐업,20180807,80.4,까페,"경기도 하남시 신장로 120, 2, 3층 (신장동)",경기도 하남시 신장동 427-168번지,,37.5379046,127.2049252
하남시,로마,19980319,폐업,20150519,483.97,까페,"경기도 하남시 미사대로 584 (덕풍동,외2필지 1층,2층)","경기도 하남시 덕풍동 26-20번지 외2필지 1층,2층",,37.5547909,127.2090562
하남시,초코크로아 하남시청점,20060330,폐업,20081215,45.45,까페,"경기도 하남시 대청로 15 104호 (신장동,동양트레벨오피스텔)",경기도 하남시 신장동 519번지 오피스텔트레벨 104호,,37.5405108,127.213871
하남시,베스트빈 샌드앤클레이,20130313,폐업,20150310,120.7,까페,"경기도 하남시 덕풍동로 119, 1층 103, 104, 105호 (덕풍동, 하남프라자)",경기도 하남시 덕풍동 742-2번지,,37.5517275,127.2090704
하남시,토우,20051215,폐업,20081104,294.52,까페,,"경기도 하남시 망월동 321번지 (1,2층)",,37.5767557,127.1936192
하남시,아테네3,20031119,폐업,20130416,180.86,까페,,경기도 하남시 망월동 140-11번지 (1층),,37.5646472,127.1987269
하남시,토마스,19991028,폐업,20121031,99.52,까페,"경기도 하남시 미사동로40번길 20-25 (미사동,(1층))",경기도 하남시 미사동 258-2번지 (1층),,37.5683707,127.2026418
하남시,발렌타인2,20050520,폐업,20090601,230.63,까페,"경기도 하남시 검단산로 349-31 1,2층 (창우동)","경기도 하남시 창우동 51-59번지 (1,2층)",,37.5417401,127.2357239
하남시,덤(DUM),20150325,폐업,20160126,120.74,까페,"경기도 하남시 덕풍동로 119, 103~105호 (덕풍동, 하남프라자)",경기도 하남시 덕풍동 742-2번지 하남프라자 103~105호,,37.5517275,127.2090704
하남시,하남 맛깔촌,20021018,폐업,20160905,159.25,까페,"경기도 하남시 신장로 127-1 (덕풍동,번지(지층))",경기도 하남시 덕풍동 419-13번지 번지(지층),,37.5379604,127.2038957
하남시,아테네,19990528,폐업,20130416,214.59,까페,,"경기도 하남시 망월동 140-8번지 (1,2층)",,37.5647916,127.1985915
하남시,프린세스,20000218,폐업,20151120,66.5,까페,"경기도 하남시 신장로 168 (덕풍동,(2층))",경기도 하남시 덕풍동 388-1번지 (2층),,37.5405963,127.200927
하남시,감북동 권다방(일반음식점),20130328,폐업,20221213,49.5,까페,"경기도 하남시 감초로 47, 1층 (감북동)",경기도 하남시 감북동 353-8 ,,37.51854953,127.1586108
하남시,사카,19880526,폐업,20211213,131.17,까페,"경기도 하남시 신장로 127 (덕풍동,(2층))",경기도 하남시 덕풍동 419-8 (2층) ,,37.53805152,127.2041156
하남시,발렌타인,20050520,폐업,20090601,230.63,까페,"경기도 하남시 검단산로 349-31 1,2층 (창우동)","경기도 하남시 창우동 51-55번지 (1,2층)",,37.5417675,127.2355316
화성시,라운지,20150304,영업,,62.23,까페,"경기도 화성시 향남읍 발안로 101, 7층 702호 (정프라자)",경기도 화성시 향남읍 행정리 474-3 ,,37.13181755,126.9216115
화성시,카페루멘(능동점),2014-06-12,영업,,48.1,까페,"경기도 화성시 동탄하나3길 12, 1층 (능동)",경기도 화성시 능동 1080-6 1층 ,,37.21303689,127.0632017
화성시,부부스 선데이(BUBUS SUNDAY),2013-07-02,영업,,89.68,까페,"경기도 화성시 동탄공원로2길 27-12 (반송동, 1층 일부)",경기도 화성시 반송동 50-14 1층 일부 ,18435,37.2068841606,127.0618059714
화성시,커피코드,2013-01-17,영업,,86.48,까페,"경기도 화성시 효행로1350번길 60, 1층 105,106호 (반월동)",경기도 화성시 반월동 370-1 ,18382,37.2272894785,127.0709877683
화성시,카페투어,20121116,영업,,74.5,까페,"경기도 화성시 영통로27번길 25-3 (반월동, (B동 1층))",경기도 화성시 반월동 144-13 (B동 1층) ,,37.23196239,127.0621344
화성시,골프까페,20020516,영업,,25,까페,경기도 화성시 정남면 만년로 442-6,경기도 화성시 정남면 발산리 723 ,,37.16125071,126.9825211
화성시,김미커피,20150506,영업,,219.56,까페,경기도 화성시 남양읍 역골로49번길 25,경기도 화성시 남양읍 남양리 2018-1 ,,37.20206872,126.8253484
화성시,깡우동 화성수원대점,2010-10-28,영업,,47.8,까페,"경기도 화성시 봉담읍 와우로 90, 118호 (토마토쇼핑)",경기도 화성시 봉담읍 와우리 31-6 토마토쇼핑 118일부호,,37.21352008,126.9756725
화성시,우리동네커피집,20130124,영업,,34.6,까페,"경기도 화성시 향남읍 행정죽전로4길 23, 1층",경기도 화성시 향남읍 행정리 505-15 1층 ,,37.12571767,126.9258682
화성시,커피카페190,20110804,영업,,0,까페,"경기도 화성시 송산면 사강로 190, 1층",경기도 화성시 송산면 사강리 656-9 1층 ,,37.21293552,126.7370508
화성시,Con Amore(콘 아모레),20140926,영업,,74.64,까페,경기도 화성시 향남읍 행정죽전로1길 22-26,경기도 화성시 향남읍 행정리 498-8 ,,37.12513252,126.9223153
화성시,굿보이도그,20131220,영업,,114.38,까페,"경기도 화성시 향남읍 행정서로2길 12, 1층",경기도 화성시 향남읍 행정리 420-14 1층 ,,37.13023894,126.9140356
화성시,커피빌,20121119,영업,,83,까페,경기도 화성시 봉담읍 삼천병마로 1294-7 (2층),경기도 화성시 봉담읍 동화리 427 2층 ,,37.22079114,126.9510841
화성시,커피마당,20140917,영업,,176.12,까페,경기도 화성시 남양읍 남양시장로66번길 4-3 (남양동),경기도 화성시 남양읍 남양리 1168-1 ,,37.20861536,126.8163533
화성시,투썸플레이스,20140430,영업,,148.52,까페,"경기도 화성시 삼성1로 144-9 (석우동, 101호,102호,103호 전부)","경기도 화성시 석우동 31-7 101호,102호,103호 전부 ",,37.21706753,127.0785071
화성시,카페A+커피이야기,20111103,영업,,264,까페,"경기도 화성시 정남면 세자로 321, 1층",경기도 화성시 정남면 보통리 12-21 1층 ,,37.19577287,126.9800771
화성시,커피인센스,20150123,영업,,68.06,까페,경기도 화성시 봉담읍 샘마을길 22-27,경기도 화성시 봉담읍 상리 24-48번지,,37.21724668,126.9487203
화성시,이디야커피화성진안점,2013-09-16,영업,,105.24,까페,"경기도 화성시 병점1로 221 (진안동, 화인메디컬프라자 107호,108호)","경기도 화성시 진안동 876-4 화인메디컬프라자 107호,108호 ",,37.21360512,127.0418183
화성시,엘포커피,2014-06-23,영업,,40.15,까페,"경기도 화성시 병점서로 63-1 (병점동, 1층 전부)",경기도 화성시 병점동 356-10 1층 전부 ,,37.20773261,127.0383715
화성시,카페아르모니아,20140319,영업,,210.8,까페,"경기도 화성시 향남읍 삼천병마로 216 (1층 102, 103, 104, 105호)","경기도 화성시 향남읍 평리 81-70 1층 102, 103, 104, 105호 ",,37.13226115,126.911014
화성시,달보드레커피집,20150302,영업,,68.4,까페,경기도 화성시 팔탄면 버들로 1339,경기도 화성시 팔탄면 서근리 178-21 ,,37.12769281,126.8542433
화성시,카페노작,2013-02-07,영업,,110.11,까페,"경기도 화성시 노작로1길 15 (반송동, (1층))",경기도 화성시 반송동 125-6 (1층) ,,37.19576733,127.0810481
화성시,프라하,20111123,영업,,66.69,까페,"경기도 화성시 동학산2길 13 (석우동,  6-4 (1층))",경기도 화성시 석우동 6-4 (1층) ,,37.22541031,127.0748084
화성시,dal.komm COFFEE(달.콤커피)동탄석우점,20130917,영업,,88.37,까페,"경기도 화성시 큰재봉길 29 (석우동, 동탄우미쁘띠린 오피스텔 111,112,113호 전부)","경기도 화성시 석우동 33-1 동탄우미쁘띠린 오피스텔 111,112,113호 전부 ",,37.21851351,127.0795585
화성시,카페갤러리,20141117,영업,,148.72,까페,"경기도 화성시 동탄반송1길 30-1, 1층 (반송동)",경기도 화성시 반송동 36-17 1층 ,,37.21063763,127.0627873
화성시,로이(ROI),20110810,영업,,125.07,까페,"경기도 화성시 노작로4길 22-23 (반송동,(1층))",경기도 화성시 반송동 111-4 (1층) ,,37.19877406,127.0773918
화성시,아이라이크커피(I Like Coffee),2013-02-22,영업,,141.63,까페,"경기도 화성시 동탄하나3길 14, 1층 전면 테라스,전체호 (능동)","경기도 화성시 능동 1080-7 1층 전면 테라스, 전체호",,37.21291128,127.0633602
화성시,카페 마루 (cafe mara),20110523,영업,,128,까페,경기도 화성시 남양읍 현대연구소로 147 (장덕동),경기도 화성시 남양읍 장덕리 7-13 ,,37.16050204,126.8184875
